filename	minor	major	total	ownership
src/test/ui/codemap_tests/huge_multispan_highlight.stderr	4	4	8	0.43373493975903615
src/test/compile-fail/mutable-huh-vec-assign.rs	5	3	8	0.35
src/test/auxiliary/crateresolve8-1.rs	6	4	10	0.6481481481481481
src/test/run-pass/unboxed-closures-direct-sugary-call.rs	14	3	17	0.4329268292682927
mk/libuv/mac/src/rt/libuv/uv.target.mk	0	3	3	0.3333333333333333
src/test/run-pass/macro-method-issue-4621.rs	8	3	11	0.38341968911917096
src/test/compile-fail/issue-11681.rs	4	1	5	0.8787878787878788
src/test/compile-fail-fulldeps/gated-macro-reexports.rs	6	4	10	0.392
src/test/compile-fail/iface-impl-different-num-params.rs	0	6	6	0.25
src/rt/libuv/src/ares/README.node	0	3	3	0.6
src/test/run-pass-fulldeps/proc-macro/auxiliary/derive-same-struct.rs	0	3	3	0.3333333333333333
src/rustc/middle/typeck/infer/sub.rs	3	6	9	0.28205128205128205
src/test/run-pass/auxiliary/issue-17718-aux.rs	5	4	9	0.42592592592592593
src/test/run-pass/generic-fn-box.rs	14	2	16	0.75
src/libstd/rt/global_heap.rs	14	1	15	0.8574766355140186
src/test/auxiliary/cci_class_3.rs	14	4	18	0.3333333333333333
src/test/parse-fail/qquote-2.rs	4	3	7	0.5333333333333333
src/test/run-pass/monomorphize-trait-in-fn-at.rs	6	2	8	0.7671232876712328
src/test/compile-fail/closure-bounds-subtype.rs	16	3	19	0.5972696245733788
src/test/run-pass/infer-with-expected.rs	4	3	7	0.7213114754098361
src/test/run-fail/native-failure.rs	6	2	8	0.7333333333333333
src/libsyntax/diagnostic.rs	79	3	82	0.5944182674882204
src/test/compile-fail/noncopyable-class.rs	19	3	22	0.6326530612244898
src/test/run-pass/vec-in-tup.rs	0	3	3	0.75
src/test/compile-fail/for-loop-hygiene.rs	4	3	7	0.4189189189189189
src/test/compile-fail/associated-types-projection-to-unrelated-trait-in-method-without-default.rs	1	2	3	0.8636363636363636
mk/libuv/ia32/unix/linux/Makefile	0	4	4	0.6363636363636364
src/etc/test-float-parse/_common.rs	3	2	5	0.8703703703703703
src/test/run-pass/regions-dependent-addr-of.rs	14	3	17	0.4152744630071599
src/libcollections/smallintmap.rs	23	2	25	0.734375
src/test/compile-fail/linkage1.rs	3	3	6	0.4148936170212766
src/test/run-make/graphviz-flowgraph/f21.dot-expected.dot	11	2	13	0.46368715083798884
src/test/compile-fail/aux/variant-namespacing.rs	0	1	1	1.0
src/test/codegen-units/item-collection/cross-crate-generic-functions.rs	0	4	4	0.5
